filenumber,particle_id,mc_z,mc_r,pred_z,pred_r,action_z,action_r,reward
0,6.53E+17,11.42329979,7.15983057,11.39669991,7.157708168,11.39669991,7.157708168,-0.02668442
0,6.53E+17,11.76200008,7.361582756,11.76200008,7.361582756,11.76200008,7.361582756,0
0,6.53E+17,18.8783989,11.61144733,19.39730072,11.69959068,19.39730072,11.69959068,-0.52633483
0,6.53E+17,28.53969955,17.25365257,28.86989975,17.15550232,28.86989975,17.15550232,-0.3444788
0,6.53E+17,43.72000122,25.92791367,45.34000015,26.55539513,45.34000015,26.55539513,-1.73727647
0,6.53E+17,44.77999878,26.51642799,61.71599579,36.01011658,61.71599579,36.01011658,-19.4154093
0,6.53E+17,61.71599579,36.01011658,85.44000244,50.03541946,85.44000244,50.03541946,-27.55971
0,6.53E+17,1.450989962,3.197713137,,,0
0,6.53E+17,3.910689831,7.145061493,,,0
0,6.53E+17,6.697339535,11.65331078,6.651799679,11.54403496,6.651799679,11.54403496,-0.11838532
0,6.53E+17,10.10309982,17.15765572,15.61999989,25.94380569,15.61999989,25.94380569,-10.3746141
0,6.53E+17,15.63999939,26.01838684,15.9800005,26.59420395,15.9800005,26.59420395,-0.66870479
0,6.53E+17,15.80000019,26.31229019,21.26000023,36.15195847,21.26000023,36.15195847,-11.2530295
0,6.53E+17,21.86000061,36.0886879,29.27999878,50.08065414,29.27999878,50.08065414,-15.8376606
0,6.53E+17,30.47999954,50.07777786,38.73999786,66.25772095,38.73999786,66.25772095,-18.1664011
0,6.53E+17,40.54000092,66.23997498,48.79999924,81.63026428,48.79999924,81.63026428,-17.466785
0,3.20E+17,-59.75,3.665999651,,,0
0,3.20E+17,-60.2000008,3.691887379,,,0
0,3.20E+17,-60.25,3.698172092,-70.1999969,4.263198853,-70.1999969,4.263198853,-9.96602702
0,3.20E+17,-69.75,4.278851986,-82.1999969,4.945169449,-82.1999969,4.945169449,-12.4678147
0,3.20E+17,-70.25,4.311442852,-95.8000031,5.719254017,-95.8000031,5.719254017,-25.588759
0,3.20E+17,-81.75,5.02044487,-96.1999969,5.743375778,-96.1999969,5.743375778,-14.4680697
0,3.20E+17,-82.25,5.051435947,-109.75,6.560192108,-109.75,6.560192108,-27.541357
0,3.20E+17,-95.75,5.887154102,-130.25,7.810940742,-130.25,7.810940742,-34.5535954
0,3.20E+17,-96.25,5.920228958,-149.800003,8.914049149,-149.800003,8.914049149,-53.6336255
0,5.90E+17,0.690312982,3.145264864,,,0
0,5.90E+17,0.682612002,3.360979795,,,0
0,5.90E+17,0.549687982,7.107390404,0.549687982,7.107390404,0.549687982,7.107390404,0
0,5.90E+17,0.544062018,7.28252697,0.392188013,11.55911827,0.392188013,11.55911827,-4.27928719
0,5.90E+17,0.392188013,11.55911827,0.161561996,17.21568298,0.161561996,17.21568298,-5.66126423
0,5.90E+17,0.161561996,17.21568298,-0.17999999,26.14414978,-0.17999999,26.14414978,-8.9349977
0,5.90E+17,-0.17999999,26.31155968,-0.54000002,36.32584,-0.54000002,36.32584,-10.020749
0,5.90E+17,-0.54000002,36.32584,-1.01999998,50.25173187,-1.01999998,50.25173187,-13.9341618
0,5.90E+17,-1.01999998,50.25173187,-1.62000012,65.96369934,-1.62000012,65.96369934,-3
0,3.51E+17,-11.8029003,3.14651823,,,0
0,3.51E+17,-26.7602997,7.224488258,,,0
0,3.51E+17,-42.7579002,11.5515995,-43.0657005,11.66998196,-43.0657005,11.66998196,-0.32978088
0,3.51E+17,-43.5340996,11.76133919,-59.7999992,16.24440002,-59.7999992,16.24440002,-16.8723835
0,3.51E+17,-59.7999992,16.12121201,-60.2000008,16.35390663,-60.2000008,16.35390663,-0.46276129
0,3.51E+17,-60.2000008,16.22752571,-94.7400055,25.80099869,-94.7400055,25.80099869,-35.8422002
0,3.51E+17,-97.7200012,26.15121841,-121.849998,33.19656372,-121.849998,33.19656372,-25.1374951
0,3.51E+17,-98.8600006,26.43837929,-150.449997,40.9973526,-150.449997,40.9973526,-53.6049571
0,3.51E+17,-121.550003,32.37418365,-180.449997,49.14608765,-180.449997,49.14608765,-61.2413753
0,6.76E+16,8.614450455,3.211954594,,,0
0,6.76E+16,8.917579651,3.326925755,,,0
0,6.76E+16,19.17219925,7.202568054,19.40430069,7.301892281,19.40430069,7.301892281,-0.25246065
0,6.76E+16,30.70350075,11.56484699,30.84440041,11.59412098,30.84440041,11.59412098,-0.14390858
0,6.76E+16,45.49209976,17.13880539,45.66410065,17.09679413,45.66410065,17.09679413,-0.1770572
0,6.76E+16,68.86000061,25.91690445,46.24209976,17.30788422,46.24209976,17.30788422,-24.2009229
0,6.76E+16,95.55999756,35.8509903,70.04799652,25.87874413,70.04799652,25.87874413,-27.3917486
0,6.76E+16,122.4499969,45.67617035,98.30000305,35.97802353,98.30000305,35.97802353,-26.0245318
0,6.76E+16,149.5500031,55.46962357,122.1500015,44.42986298,122.1500015,44.42986298,-29.5404197
0,3.33E+17,-10.8197994,3.184848309,,,0
0,3.33E+17,-24.8997993,7.125999451,,,0
0,3.33E+17,-40.8465004,11.58698273,-40.8465004,11.58698273,-40.8465004,11.58698273,0
0,3.33E+17,-60.2000008,16.99918556,-60.2000008,16.99918556,-60.2000008,16.99918556,0
0,3.33E+17,-91.159996,25.64593506,-93.4499969,26.29294205,-93.4499969,26.29294205,-2.3796475
0,3.33E+17,-93.4499969,26.29294205,-121.550003,34.14427948,-121.550003,34.14427948,-29.1762548
0,3.33E+17,-121.550003,34.14427948,-150.149994,42.0363121,-150.149994,42.0363121,-29.6689005
0,3.33E+17,-150.149994,42.0363121,-180.449997,50.24672318,-180.449997,50.24672318,-31.3926908
0,2.79E+17,-12.1309996,3.14608717,,,0
0,2.79E+17,-12.9561005,3.35083127,,,0
0,2.79E+17,-28.9299011,7.295944214,-28.6191006,7.237528801,-28.6191006,7.237528801,-0.31624254
0,2.79E+17,-46.1941986,11.53946972,-46.8346977,11.74172211,-46.8346977,11.74172211,-0.67167339
0,2.79E+17,-46.9277,11.71831703,-59.7999992,14.92947102,-59.7999992,14.92947102,-13.2667855
0,2.79E+17,-59.7999992,14.84753704,-69.8000031,17.42857933,-69.8000031,17.42857933,-10.3277227
0,2.79E+17,-70.1999969,17.41032219,-149.850006,37.43647003,-149.850006,37.43647003,-82.1289873
0,2.79E+17,-106.340004,26.12122536,-180.449997,45.07568741,-180.449997,45.07568741,-76.4955077
0,2.79E+17,-121.849998,29.74030113,-215.449997,53.80465698,-215.449997,53.80465698,-96.6439493
0,7.66E+16,-62.2200012,26.20575905,,,0
0,7.66E+16,-63.2999992,35.92399979,,,0
0,7.66E+16,-63.420002,36.57906342,-63.420002,36.57906342,-63.420002,36.57906342,0
0,7.66E+16,-65.0999985,50.15010071,-65.6999969,50.04647827,-65.6999969,50.04647827,-0.60888076
0,7.66E+16,-67.2400055,65.81124115,-68.8685989,65.56066895,-68.8685989,65.56066895,-1.64775697
0,7.66E+16,-69.4000015,82.02763367,-69.6743011,66.24647522,-69.6743011,66.24647522,-15.7835421
0,7.66E+16,-69.4000015,82.02763367,-87.2599945,81.82902527,-87.2599945,81.82902527,-17.8610972
0,7.66E+16,-69.4000015,82.02763367,-107.139999,101.8903885,-107.139999,101.8903885,-3
0,7.97E+17,-5.1284399,7.156622887,,,0
0,7.97E+17,-5.11719036,7.342114449,,,0
0,7.97E+17,-4.86968994,11.71419811,-4.86311007,11.65209103,-4.86311007,11.65209103,-0.06245466
0,7.97E+17,-4.58944988,17.13190842,-4.01999998,25.9773922,-4.01999998,25.9773922,-8.8637947
0,7.97E+17,-4.58280993,17.31856537,-3.5400002,36.02417755,-3.5400002,36.02417755,-18.7346572
0,7.97E+17,-4.14000034,26.41112137,-2.82000017,50.03365326,-2.82000017,50.03365326,-23.6593832
0,7.97E+17,-3.5400002,36.02417755,-2.0999999,66.31031799,-2.0999999,66.31031799,-30.3203546
0,7.97E+17,-2.82000017,50.03365326,-1.62000012,82.51261902,-1.62000012,82.51261902,-32.5011264
0,5.72E+17,-2.39629984,3.195730209,,,0
0,5.72E+17,-5.2941699,7.205519676,,,0
0,5.72E+17,-8.49794006,11.62823582,-8.49794006,11.62823582,-8.49794006,11.62823582,0
0,5.72E+17,-12.4792995,17.14481735,-12.5036001,17.16375542,-12.5036001,17.16375542,-0.03080857
0,5.72E+17,-18.9799995,26.14838791,-19.039999,26.11312485,-19.039999,26.11312485,-0.06959468
0,5.72E+17,-26.1000004,36.10713959,-26.1299992,35.82800293,-26.1299992,35.82800293,-0.28074401
0,5.72E+17,-36,49.75906372,-26.6399994,36.24265671,-26.6399994,36.24265671,-16.4408902
0,5.72E+17,-36.2200012,50.0678215,-44.2600021,50.34622574,-44.2600021,50.34622574,-8.04481968
0,5.72E+17,-47.7200012,65.73647308,-63.659996,65.86759949,-63.659996,65.86759949,-15.9405341
0,8.11E+17,28.39719772,3.185283184,,,0
0,8.11E+17,59.75,6.732989311,,,0
0,8.11E+17,60.20000076,6.783792019,60.20000076,6.783792019,60.20000076,6.783792019,0
0,8.11E+17,70.19999695,7.919774055,69.80000305,7.865538597,69.80000305,7.865538597,-0.40365406
0,8.11E+17,82.19999695,9.280459404,70.25,7.914440155,70.25,7.914440155,-12.0278192
0,8.11E+17,95.80000305,10.8193779,81.80000305,9.156757355,81.80000305,9.156757355,-14.0983796
0,8.11E+17,96.19999695,10.86610985,96.19999695,10.6687851,96.19999695,10.6687851,-0.19732475
0,8.11E+17,109.8000031,12.40398026,110.1999969,12.10263348,110.1999969,12.10263348,-0.50080435
0,8.11E+17,110.1999969,12.44949436,129.8000031,14.13929176,129.8000031,14.13929176,-19.6727135
0,7.48E+17,7.021830082,3.208820343,,,0
0,7.48E+17,7.135009766,3.259418488,,,0
0,7.48E+17,15.8803997,7.149916649,7.444220066,3.392567396,7.444220066,3.392567396,-9.23508529
0,7.48E+17,26.08680153,11.69081688,16.23460007,7.174599648,16.23460007,7.174599648,-10.837993
0,7.48E+17,38.45849991,17.19376755,16.43569946,7.24519968,16.43569946,7.24519968,-24.1656314
0,7.48E+17,58.07999802,25.93712234,28.58620071,11.53518391,28.58620071,11.53518391,-32.8222472
0,7.48E+17,59.52000046,26.58482361,44.13140106,17.08483505,44.13140106,17.08483505,-18.0847663
0,7.48E+17,80.5,35.93468857,44.6330986,17.27528,44.6330986,17.27528,-40.4302875
0,7.48E+17,81.91999817,36.57735443,68.13999939,26.21484756,68.13999939,26.21484756,-17.2415172
0,1.08E+17,-1.30396008,3.231133938,,,0
0,1.08E+17,-2.51149011,7.17116642,,,0
0,1.08E+17,-3.86063004,11.57457733,-3.86063004,11.57457733,-3.86063004,11.57457733,0
0,1.08E+17,-5.59224987,17.23200417,-5.59224987,17.23200417,-5.59224987,17.23200417,0
0,1.08E+17,-8.31999969,25.98177147,-8.19999981,25.6088047,-8.19999981,25.6088047,-0.3917961
0,1.08E+17,-11.3199997,35.95944595,-11.4400005,35.98047638,-11.4400005,35.98047638,-0.12182972
0,1.08E+17,-15.6399994,49.62779999,-15.9800005,50.17311859,-15.9800005,50.17311859,-0.64262986
0,1.08E+17,-15.6600008,49.92056274,-21.0200005,66.50579834,-21.0200005,66.50579834,-17.429849
0,1.08E+17,-15.8600006,50.5350647,-26.039999,81.59474182,-26.039999,81.59474182,-32.6854082
0,5.86E+16,1.101999998,3.16697073,,,0
0,5.86E+16,1.132479906,3.26275754,,,0
0,5.86E+16,2.401409864,7.174951077,2.371850014,7.143641472,2.371850014,7.143641472,-0.04305898
0,5.86E+16,3.885509968,11.66427231,3.757230043,11.5512085,3.757230043,11.5512085,-0.17099463
0,5.86E+16,5.654829979,17.135149,8.440000534,26.13973045,8.440000534,26.13973045,-9.42547941
0,5.86E+16,8.559999466,25.90899277,11.68000031,36.05856323,11.68000031,36.05856323,-10.6182949
0,5.86E+16,11.80000019,35.57843781,16.21999931,50.31747055,16.21999931,50.31747055,-15.3875105
0,5.86E+16,12.03999996,36.19015503,21.5,66.26993561,21.5,66.26993561,-31.5322819
0,5.86E+16,16.81999969,49.90968323,27.12000084,82.23497009,27.12000084,82.23497009,-33.9266001
0,4.64E+17,59.79999924,3.58348155,,,0
0,4.64E+17,60.20000076,3.606731415,,,0
0,4.64E+17,60.25,3.60972023,69.75,4.159862995,69.75,4.159862995,-9.51591599
0,4.64E+17,69.80000305,4.175765038,70.19999695,4.188055515,70.19999695,4.188055515,-0.40018267
0,4.64E+17,70.25,4.201965809,81.75,4.922225952,81.75,4.922225952,-11.5225333
0,4.64E+17,81.80000305,4.886924744,82.19999695,4.949219704,82.19999695,4.949219704,-0.40481573
0,4.64E+17,82.25,4.912339211,96.19999695,5.797507763,96.19999695,5.797507763,-13.978052
0,4.64E+17,95.80000305,5.716994762,109.75,6.61686182,109.75,6.61686182,-13.9789905
0,4.64E+17,96.25,5.742201328,129.75,7.822686195,129.75,7.822686195,-33.5645411
0,3.83E+17,-59.7999992,3.083103418,,,0
0,3.83E+17,-60.2000008,3.102976322,,,0
0,3.83E+17,-60.25,3.105826855,-69.8000031,3.580567598,-69.8000031,3.580567598,-9.5617957
0,3.83E+17,-69.8000031,3.603134871,-81.75,4.176466942,-81.75,4.176466942,-11.9637426
0,3.83E+17,-70.1999969,3.62329793,-82.1999969,4.197834015,-82.1999969,4.197834015,-12.0137459
0,3.83E+17,-70.25,3.627467632,-96.1999969,4.859485626,-96.1999969,4.859485626,-25.9792265
0,3.83E+17,-81.8000031,4.230305195,-110.25,5.528743744,-110.25,5.528743744,-28.4796115
0,3.83E+17,-82.1999969,4.25069046,-129.75,6.451296806,-129.75,6.451296806,-47.6008977
0,3.83E+17,-82.25,4.254513264,-130.199997,6.471795082,-130.199997,6.471795082,-48.0012348
0,3.20E+17,19.74090004,3.14782238,,,0
0,3.20E+17,44.56900024,7.213218689,,,0
0,3.20E+17,59.75,9.70156765,59.75,9.70156765,59.75,9.70156765,0
0,3.20E+17,70.19999695,11.39480972,69.80000305,11.35011673,69.80000305,11.35011673,-0.40248302
0,3.20E+17,82.19999695,13.3440733,70.19999695,11.4150095,70.19999695,11.4150095,-12.1540646
0,3.20E+17,95.80000305,15.54761028,81.80000305,13.28195477,81.80000305,13.28195477,-14.1821435
0,3.20E+17,96.19999695,15.61187172,82.19999695,13.34591198,82.19999695,13.34591198,-14.1821921
0,3.20E+17,149.5500031,24.21305466,96.19999695,15.5929594,96.19999695,15.5929594,-54.0419207
0,3.20E+17,149.8500061,24.2292366,179.8500061,29.01695251,179.8500061,29.01695251,-30.379635
0,4.96E+16,-7.11379004,3.167108059,,,0
0,4.96E+16,-15.0718002,7.158578396,,,0
0,4.96E+16,-15.4550991,7.350385189,-15.4550991,7.350385189,-15.4550991,7.350385189,0
0,4.96E+16,-23.7283993,11.4897604,-23.7283993,11.4897604,-23.7283993,11.4897604,0
0,4.96E+16,-24.0981007,11.67447472,-24.0981007,11.67447472,-24.0981007,11.67447472,0
0,4.96E+16,-34.9506989,17.10500717,-51.9799995,25.6098175,-51.9799995,25.6098175,-19.0349384
0,4.96E+16,-35.0501022,17.15502548,-53.079998,26.17858887,-53.079998,26.17858887,-20.1618907
0,4.96E+16,-51.9799995,25.6098175,-72.1200027,35.62529755,-72.1200027,35.62529755,-22.4928782
0,4.96E+16,-53.079998,26.17858887,-73.3600006,36.24596405,-73.3600006,36.24596405,-22.641346
0,3.02E+17,3.469929934,3.145097256,,,0
0,3.02E+17,6.903399467,7.110674858,,,0
0,3.02E+17,6.946700096,7.16013813,7.116600037,7.356753349,7.116600037,7.356753349,-0.25985291
0,3.02E+17,7.073679924,7.306495667,10.90270042,11.72173977,10.90270042,11.72173977,-5.84429452
0,3.02E+17,7.116600037,7.356753349,15.68090057,17.12582588,15.68090057,17.12582588,-12.9916135
0,3.02E+17,10.80940056,11.66547108,23.65999985,26.19989395,23.65999985,26.19989395,-19.4007049
0,3.02E+17,15.47550011,17.08878708,24.02000046,26.39978981,24.02000046,26.39978981,-12.6373754
0,3.02E+17,15.63749981,17.27667618,41.13999939,35.89090729,41.13999939,35.89090729,-31.573202
0,3.02E+17,23.10000038,25.91470718,66.54000092,49.96596527,66.54000092,49.96596527,-49.6537679
0,2.12E+17,3.705469847,3.153963566,,,0
0,2.12E+17,3.851720095,3.305799484,,,0
0,2.12E+17,7.576889992,7.161740303,7.627490044,7.217096806,7.627490044,7.217096806,-0.07499805
0,2.12E+17,7.778589725,7.371406555,11.8039999,11.56693077,11.8039999,11.56693077,-5.81432288
0,2.12E+17,11.90479946,11.58777046,17.27270126,17.21863174,17.27270126,17.21863174,-7.77952238
0,2.12E+17,17.33230019,17.16324997,25.70000076,25.95189285,25.70000076,25.95189285,-12.1350178
0,2.12E+17,25.6799984,25.66593552,35.87999725,35.90317917,35.87999725,35.90317917,-14.4513368
0,2.12E+17,35.70000076,35.65123749,36.22000122,36.21465302,36.22000122,36.21465302,-0.76670564
0,2.12E+17,35.97999954,35.94161606,50.84000015,49.93817902,50.84000015,49.93817902,-20.413804
0,2.93E+17,1.097000003,3.144725323,,,0
0,2.93E+17,1.210109949,3.371352434,,,0
0,2.93E+17,3.076300144,7.115321159,3.080330133,7.114121437,3.080330133,7.114121437,-0.00420478
0,2.93E+17,3.18404007,7.331839561,3.188740015,7.323895931,3.188740015,7.323895931,-0.00922988
0,2.93E+17,5.2666502,11.51870155,5.314549923,11.50108337,5.314549923,11.50108337,-0.05103708
0,2.93E+17,8.128479958,17.20079803,12.64000034,25.89473534,12.64000034,25.89473534,-9.79481301
0,2.93E+17,12.39999962,25.64041519,17.96000099,36.33295441,17.96000099,36.33295441,-12.0517223
0,2.93E+17,12.76000023,26.31326866,25.34000015,50.35035706,25.34000015,50.35035706,-27.1300206
0,2.93E+17,17.96000099,36.33295441,33.72000122,65.84414673,33.72000122,65.84414673,-33.455763
0,7.07E+17,59.75,4.386570454,,,0
0,7.07E+17,59.79999924,4.390157223,,,0
0,7.07E+17,60.25,4.422604084,60.25,4.422604084,60.25,4.422604084,0
0,7.07E+17,69.80000305,5.128118038,70.25,5.143036842,70.25,5.143036842,-0.45024418
0,7.07E+17,70.25,5.16041708,81.75,5.963117599,81.75,5.963117599,-11.5279802
0,7.07E+17,81.80000305,6.00957346,82.25,5.998615742,82.25,5.998615742,-0.45013034
0,7.07E+17,82.25,6.042787075,96.19999695,6.988245964,96.19999695,6.988245964,-13.9819994
0,7.07E+17,95.80000305,7.037995815,109.8000031,7.990581512,109.8000031,7.990581512,-14.0323704
0,7.07E+17,96.25,7.070110321,110.1999969,8.026992798,110.1999969,8.026992798,-13.9827765
0,2.12E+17,-59.75,3.251805067,,,0
0,2.12E+17,-59.7999992,3.254890442,,,0
0,2.12E+17,-60.25,3.276925325,-70.25,3.899959564,-70.25,3.899959564,-10.0193898
0,2.12E+17,-69.8000031,3.79238081,-81.75,4.607431412,-81.75,4.607431412,-11.97776
0,2.12E+17,-70.25,3.817657471,-95.8000031,5.471367359,-95.8000031,5.471367359,-25.6034649
0,2.12E+17,-81.8000031,4.437708378,-96.1999969,5.496608257,-96.1999969,5.496608257,-14.4388744
0,2.12E+17,-82.25,4.463688374,-109.800003,6.328282356,-109.800003,6.328282356,-27.6130292
0,2.12E+17,-95.8000031,5.192824841,-130.25,7.583277225,-130.25,7.583277225,-34.532833
0,5.18E+17,10.47200012,3.230544567,,,0
0,5.18E+17,23.1487999,7.187926292,,,0
0,5.18E+17,37.51440048,11.65062523,37.417099,11.6398201,37.417099,11.6398201,-0.09789959
0,5.18E+17,83.74000549,25.92655373,84.58000183,26.3951683,84.58000183,26.3951683,-0.96186978
0,5.18E+17,85.66999817,26.53409386,121.8499985,38.00599289,121.8499985,38.00599289,-37.9551958
0,5.18E+17,121.5500031,37.53978729,150.1499939,46.82722473,150.1499939,46.82722473,-30.0701841
0,5.18E+17,150.1499939,46.13283539,179.8500061,56.0427475,179.8500061,56.0427475,-31.3096963
0,5.18E+17,179.5500031,54.83742142,214.8500061,66.87432861,214.8500061,66.87432861,-37.2958087
0,5.18E+17,214.5500031,64.93079376,254.4499969,78.80639648,254.4499969,78.80639648,-42.2438382
0,3.47E+17,10.30859947,3.193450689,,,0
0,3.47E+17,23.44279861,7.165364742,,,0
0,3.47E+17,24.16450119,7.383308411,24.16450119,7.383308411,24.16450119,7.383308411,0
0,3.47E+17,38.17240143,11.58046818,38.17240143,11.58046818,38.17240143,11.58046818,0
0,3.47E+17,86.77999878,25.95116043,86.77999878,25.95116043,86.77999878,25.95116043,0
0,3.47E+17,121.5500031,35.94096375,121.8499985,36.18035126,121.8499985,36.18035126,-0.38380156
0,3.47E+17,150.4499969,43.79381561,150.1499939,44.78354645,150.1499939,44.78354645,-1.03419967
0,3.47E+17,180.4499969,51.75437546,180.4499969,54.27709961,180.4499969,54.27709961,-2.52272415
0,3.47E+17,214.5500031,60.12872314,214.5500031,64.85166931,214.5500031,64.85166931,-4.72294617
0,3.20E+17,-19.5312996,3.194072485,,,0
0,3.20E+17,-44.6874008,7.197092533,,,0
0,3.20E+17,-59.75,9.593946457,-59.75,9.593946457,-59.75,9.593946457,0
0,3.20E+17,-69.8000031,11.19122887,-69.8000031,11.19122887,-69.8000031,11.19122887,0
0,3.20E+17,-81.8000031,13.10273457,-82.1999969,13.16036034,-82.1999969,13.16036034,-0.40412355
0,3.20E+17,-95.8000031,15.33142376,-96.1999969,15.3999691,-96.1999969,15.3999691,-0.40582457
0,3.20E+17,-109.800003,17.55942154,-179.550003,28.74485779,-179.550003,28.74485779,-70.6411812
0,3.20E+17,-179.850006,28.75475121,-214.550003,34.38024521,-214.550003,34.38024521,-35.1530364
0,3.20E+17,-214.850006,34.28891373,-255.449997,40.94016647,-255.449997,40.94016647,-41.141201
0,1.08E+17,-0.81544399,3.193684101,,,0
0,1.08E+17,-0.85446501,3.43747592,,,0
0,1.08E+17,-1.45474005,7.170259953,-1.46535993,7.251347542,-1.46535993,7.251347542,-0.08178006
0,1.08E+17,-2.1749301,11.62815189,-2.17208004,11.55793571,-2.17208004,11.55793571,-0.070274
0,1.08E+17,-3.08201003,17.13118744,-3.10526991,17.17185593,-3.10526991,17.17185593,-0.04685027
0,1.08E+17,-3.11274004,17.3150425,-4.61999989,26.11982727,-4.61999989,26.11982727,-8.93286444
0,1.08E+17,-4.61999989,26.12157249,-6.27999973,35.76437378,-6.27999973,35.76437378,-9.78464185
0,1.08E+17,-6.15999985,35.63326263,-8.68000031,50.14556122,-8.68000031,50.14556122,-14.7294675
0,1.08E+17,-8.55999947,49.66215515,-11.1999998,65.93996429,-11.1999998,65.93996429,-16.4905025
0,3.20E+17,-69.8000031,3.321545124,,,0
0,3.20E+17,-70.1999969,3.33755064,,,0
0,3.20E+17,-70.25,3.342845201,-82.25,3.814775467,-82.25,3.814775467,-12.0092763
0,3.20E+17,-81.8000031,3.884839535,-95.8000031,4.344143867,-95.8000031,4.344143867,-14.0075323
0,3.20E+17,-82.1999969,3.903244019,-96.1999969,4.361334801,-96.1999969,4.361334801,-14.0074925
0,3.20E+17,-82.25,3.906335831,-110.25,4.965970039,-110.25,4.965970039,-28.0200433
0,3.20E+17,-95.8000031,4.548520088,-129.800003,5.8044734,-129.800003,5.8044734,-34.0231894
0,3.20E+17,-96.1999969,4.565625668,-149.75,6.708091736,-149.75,6.708091736,-53.5928446
0,3.20E+17,-109.800003,5.208312988,-150.199997,13.64725494,-150.199997,13.64725494,-41.2719669
0,8.15E+17,2.467440128,3.144442081,,,0
0,8.15E+17,2.650969982,3.378548861,,,0
0,8.15E+17,5.584320068,7.131041527,5.626830101,7.184118748,5.626830101,7.184118748,-0.06800216
0,8.15E+17,9.128649712,11.66087723,9.128649712,11.66087723,9.128649712,11.66087723,0
0,8.15E+17,13.49100018,17.24505615,20.29999924,25.93745041,20.29999924,25.93745041,-11.0417474
0,8.15E+17,20.29999924,25.93745041,28.20000076,36.00750351,28.20000076,36.00750351,-12.7990622
0,8.15E+17,20.78000069,26.58860207,39.45999908,50.3594017,39.45999908,50.3594017,-30.2323214
0,8.15E+17,28.20000076,36.00750351,51.75200272,65.97522736,51.75200272,65.97522736,-38.1151055
0,8.15E+17,39.45999908,50.35041428,64.5,82.20228577,64.5,82.20228577,-40.5159643
0,4.51E+15,1.636630058,3.144552231,,,0
0,4.51E+15,4.527050018,7.169954777,,,0
0,4.51E+15,7.661299706,11.53912449,4.648949623,7.33600378,4.648949623,7.33600378,-5.17111948
0,4.51E+15,7.794339657,11.72455883,7.823940277,11.65039635,7.823940277,11.65039635,-0.07985155
0,4.51E+15,11.79889965,17.26110458,18.38000107,26.04353333,18.38000107,26.04353333,-10.9746048
0,4.51E+15,18.02000046,25.90036964,25.77199936,36.04899216,25.77199936,36.04899216,-12.7705922
0,4.51E+15,18.38000107,26.45342445,36.76000214,50.46835327,36.76000214,50.46835327,-30.241383
0,4.51E+15,25.21999931,35.94124985,49.40000153,65.56258392,49.40000153,65.56258392,-38.2373631
0,4.51E+15,25.70000076,36.57997894,49.97000122,66.1940918,49.97000122,66.1940918,-38.2887529
0,1.53E+17,3.902650118,3.170708179,,,0
0,1.53E+17,8.643720627,7.170134544,,,0
0,1.53E+17,13.92630005,11.60260773,8.766759872,7.295487881,8.766759872,7.295487881,-6.72102196
0,1.53E+17,13.98679924,11.6534729,13.10119915,11.6984911,13.10119915,11.6984911,-0.88674357
0,1.53E+17,20.54759979,17.17190742,27.12000084,26.02062607,27.12000084,26.02062607,-11.022535
0,1.53E+17,31.15999985,25.93111801,37.38999939,36.0796814,37.38999939,36.0796814,-11.9082422
0,1.53E+17,43.23999786,35.88877869,51.44000244,50.03460693,51.44000244,50.03460693,-16.3506737
0,1.53E+17,43.93999863,36.45211029,69.04000092,66.08477783,69.04000092,66.08477783,-38.8343289
0,1.53E+17,61.07999802,49.98188782,87.25999451,82.24794769,87.25999451,82.24794769,-41.551063
0,5.00E+17,-4.80674028,3.197177172,,,0
0,5.00E+17,-5.07557964,3.392372131,,,0
0,5.00E+17,-10.1947002,7.109981537,-10.1947002,7.109981537,-10.1947002,7.109981537,0
0,5.00E+17,-10.4609003,7.303580284,-10.4609003,7.303580284,-10.4609003,7.303580284,0
0,5.00E+17,-16.3185997,11.55909443,-16.3185997,11.55909443,-16.3185997,11.55909443,0
0,5.00E+17,-24.1548996,17.25845718,-36.2200012,26.01768875,-36.2200012,26.01768875,-14.9094203
0,5.00E+17,-35.6399994,25.61003685,-36.9000015,26.51281738,-36.9000015,26.51281738,-1.55003809
0,5.00E+17,-36.0400009,25.90914917,-49.7600021,35.81674576,-49.7600021,35.81674576,-16.9233242
0,5.00E+17,-36.9000015,26.51281738,-69.2200012,49.87188339,-69.2200012,49.87188339,-39.8776672
0,3.15E+16,-14.0211,3.184376478,,,0
0,3.15E+16,-14.2431002,3.234229565,,,0
0,3.15E+16,-32.4253998,7.302278042,-14.3822994,3.270917177,-14.3822994,3.270917177,-18.4879783
0,3.15E+16,-60.2000008,13.40639305,-60.2000008,15.3505373,-60.2000008,15.3505373,-1.94414425
0,3.15E+16,-70.1999969,15.57754517,-100.779999,25.94517899,-100.779999,25.94517899,-32.2896941
0,3.15E+16,-121.849998,26.46842384,-103.360001,26.59787941,-103.360001,26.59787941,-18.490451
0,3.15E+16,-149.550003,32.1047287,-121.550003,31.18702126,-121.550003,31.18702126,-28.015035
0,3.15E+16,-179.550003,37.68424606,-121.849998,31.31992149,-121.849998,31.31992149,-58.0499367
0,3.15E+16,-179.850006,37.80155182,-150.449997,43.70597076,-150.449997,43.70597076,-29.9870422
0,2.88E+17,-20.9890003,3.191237211,,,0
0,2.88E+17,-47.5131989,7.161064148,,,0
0,2.88E+17,-48.8597984,7.362307072,-48.8597984,7.362307072,-48.8597984,7.362307072,0
0,2.88E+17,-60.2000008,9.05640316,-60.2000008,9.05640316,-60.2000008,9.05640316,0
